country,iso_alpha3,whostandard,natstandard,population,pm_1998,pm_1999,pm_2000,pm_2001,pm_2002,pm_2003,pm_2004,pm_2005,pm_2006,pm_2007,pm_2008,pm_2009,pm_2010,pm_2011,pm_2012,pm_2013,pm_2014,pm_2015,pm_2016,pm_2017,pm_2018,llpp_who_1998,llpp_who_1999,llpp_who_2000,llpp_who_2001,llpp_who_2002,llpp_who_2003,llpp_who_2004,llpp_who_2005,llpp_who_2006,llpp_who_2007,llpp_who_2008,llpp_who_2009,llpp_who_2010,llpp_who_2011,llpp_who_2012,llpp_who_2013,llpp_who_2014,llpp_who_2015,llpp_who_2016,llpp_who_2017,llpp_who_2018,llpp_nat_1998,llpp_nat_1999,llpp_nat_2000,llpp_nat_2001,llpp_nat_2002,llpp_nat_2003,llpp_nat_2004,llpp_nat_2005,llpp_nat_2006,llpp_nat_2007,llpp_nat_2008,llpp_nat_2009,llpp_nat_2010,llpp_nat_2011,llpp_nat_2012,llpp_nat_2013,llpp_nat_2014,llpp_nat_2015,llpp_nat_2016,llpp_nat_2017,llpp_nat_2018
Panama,PAN,10,0,3794920,12.78,10.06,9.21,8.8299999,6.5999999,10.84,9.1899996,11.35,9.2200003,10.79,11.77,8.3800001,10.62,7.8000002,6.7600002,9.2399998,9.4499998,9.9300003,9.8599997,9.2399998,8.8400002,.30000001,.11,.050000001,.02,0,.17,.050000001,.20999999,.050000001,.15000001,.25,0,.15000001,0,0,.029999999,.039999999,.059999999,.07,.039999999,.029999999,,,,,,,,,,,,,,,,,,,,,
Peru,PER,10,15,31331776,39.060001,38.279999,37.889999,38.799999,38.619999,37.560001,36.27,34.5,33.369999,34.349998,33.349998,35.889999,36.419998,35.650002,35.990002,35.400002,35.610001,36.220001,35.889999,35.759998,35.310001,2.9200001,2.8699999,2.8399999,2.8800001,2.8699999,2.8299999,2.7,2.49,2.4200001,2.47,2.4200001,2.5899999,2.6300001,2.5699999,2.5899999,2.55,2.5699999,2.6099999,2.5899999,2.5799999,2.55,2.5999999,2.5799999,2.5599999,2.5899999,2.5799999,2.54,2.4200001,2.2,2.1400001,2.1800001,2.1500001,2.3,2.3099999,2.28,2.3,2.26,2.28,2.3099999,2.29,2.29,2.27
Philippines,PHL,10,25,105752856,19.91,17.85,18.09,11.71,12.82,14.38,16.09,16.16,16.18,15.43,14.76,13.72,12.06,12.11,11.92,12.04,11.96,11.98,11.52,11.4,11.81,1.16,.98000002,.99000001,.33000001,.34,.56999999,.64999998,.75999999,.72000003,.69,.68000001,.47,.44999999,.41999999,.37,.37,.33000001,.30000001,.31999999,.31999999,.34999999,.54000002,.38999999,.38,0,0,.11,.11,.22,.16,.18000001,.2,0,.050000001,.02,0,0,0,0,0,0,0
Palau,PLW,10,0,21368,1.41,.75,1.41,1.8099999,5.25,3.24,3.3900001,2.52,3.1500001,1.8200001,1.63,3.54,1.48,1.9,2.74,2.1900001,2.55,5.4899998,1.5,1.91,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,10,0,6944292,4.8099999,5.1599998,6.4000001,4.8099999,5.1399999,5,5.4499998,4.6799998,5.2800002,5.3800001,6,5.48,6.6700001,5.8299999,5.6599998,5.75,5.5700002,6.1199999,6.23,5.5799999,5.3699999,0,.0099999998,.039999999,0,0,0,.0099999998,0,0,.0099999998,.0099999998,.0099999998,.02,.0099999998,.0099999998,.0099999998,.0099999998,.0099999998,.0099999998,.0099999998,0,,,,,,,,,,,,,,,,,,,,,
Poland,POL,10,25,38395873,31.950001,28.459999,28.040001,23.799999,29.9,25.73,22.34,25.99,27.870001,23.76,19.969999,24.549999,29.549999,24.9,21.469999,22.01,22.01,20.719999,22.129999,20.91,18.219999,2.1500001,1.8099999,1.77,1.35,1.95,1.54,1.21,1.5700001,1.75,1.35,.98000002,1.4299999,1.92,1.46,1.12,1.1799999,1.1799999,1.05,1.1900001,1.0700001,.81,.69999999,.40000001,.36000001,.14,.51999998,.2,.050000001,.25,.37,.12,0,.15000001,.49000001,.17,.029999999,.050000001,.02,.02,.059999999,.0099999998,0
Puerto Rico,PRI,10,15,3292876,3.97,3.3399999,5.1900001,4.6999998,3.5699999,2.4000001,2.9200001,3.75,4.0300002,4.0900002,3.22,3.5,4.96,3.4200001,4.4499998,3.5799999,3.95,2.76,3.2,4.71,2.3299999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Korea,PRK,10,0,25403056,21.639999,19.309999,21.059999,25.209999,20.719999,25.93,22.26,23.16,23.889999,23.040001,24.690001,25.34,20.540001,26.049999,21.93,26.549999,23.440001,26.68,24.950001,23.540001,21.139999,1.14,.91000003,1.08,1.49,1.05,1.5599999,1.2,1.29,1.36,1.28,1.4400001,1.5,1.03,1.5700001,1.17,1.62,1.3200001,1.63,1.46,1.33,1.09,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,10,25,10350268,12.44,10.74,10.62,4.98,9.1599998,9.6400003,8.1499996,8.1400003,8.4300003,9.4099998,8,7.2800002,6.6900001,9.0900002,6.8299999,7.4099998,6.8800001,7.5500002,7.4099998,8.1000004,7.3899999,.28,.12,.12,0,.029999999,.059999999,0,.02,0,.02,0,0,0,.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,PRY,10,15,7017194,7.8899999,10.82,7.1300001,8.5299997,11.04,9.6700001,8.96,8.79,7.96,12.06,7.1999998,7.5599999,8.1300001,7.9400001,8.1400003,6.9000001,7.2399998,9.8500004,8.4099998,7.8800001,7.6599998,.0099999998,.12,0,.02,.15000001,.039999999,.02,.02,.0099999998,.22,0,.0099999998,.0099999998,.0099999998,.0099999998,0,0,.050000001,.02,.0099999998,.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,10,0,279664,.66000003,1.84,1.91,1.91,2.02,1.9400001,2.1300001,2.22,2.01,1.12,1.92,1.74,1.04,1.9,1.52,1.83,1.76,1.96,1.8,1.75,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,10,0,2330787,16.389999,10.34,20.049999,11.42,14.29,10.16,15.83,22.860001,22.6,18.6,25.83,12.25,19.360001,17.690001,27.790001,19.549999,17.43,21.530001,21.01,14.73,17.629999,.63,.059999999,.98000002,.14,.41999999,.039999999,.56999999,1.26,1.23,.83999997,1.55,.22,.92000002,.75,1.74,.94,.73000002,1.13,1.08,.46000001,.75,,,,,,,,,,,,,,,,,,,,,
Reunion,REU,10,0,867582,2.3900001,2.1900001,1.65,1.6799999,1.77,1.9,2.4300001,2.8,2.45,2.0999999,2.0899999,2.3800001,1.92,2.49,1.52,2.5899999,2.3599999,2.4400001,2.3299999,1.9299999,2.6600001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,10,25,21461280,25.18,23.200001,22.85,19.35,22.790001,19.93,17.879999,19.459999,19.15,14.65,15.14,18.07,17.76,21.030001,17.639999,13.02,15.84,16.33,14.93,11.02,11.28,1.49,1.29,1.26,.92000002,1.25,.97000003,.76999998,.93000001,.89999998,.46000001,.5,.79000002,.75999999,1.08,.75,.30000001,.56999999,.62,.47999999,.13,.14,.17,.079999998,.050000001,0,.029999999,.0099999998,0,0,0,0,0,0,0,.0099999998,0,0,0,0,0,0,0
Russia,RUS,10,25,141826080,19.209999,17.049999,16.940001,15.34,17.219999,15.92,13.79,14.22,16.469999,12.96,14.76,15.36,16.360001,14.08,14.69,14.15,13.46,12.22,15.49,12.74,12.17,.91000003,.70999998,.69999999,.55000001,.72000003,.61000001,.43000001,.46000001,.64999998,.34999999,.49000001,.56,.66000003,.41999999,.47999999,.44,.37,.28999999,.56,.31999999,.27000001,.079999998,.029999999,.0099999998,0,.0099999998,.02,0,0,.0099999998,0,0,0,.029999999,0,.0099999998,0,0,0,0,0,0
Rwanda,RWA,10,0,12179047,35.580002,22.82,26.719999,27,25.34,21.139999,23.549999,22.559999,17.73,25.129999,24.85,24.200001,24.030001,26.83,27.17,26.610001,25.219999,26.030001,25.959999,21.780001,19.530001,2.51,1.26,1.64,1.67,1.5,1.09,1.33,1.23,.75999999,1.48,1.45,1.39,1.38,1.65,1.6799999,1.63,1.49,1.5700001,1.5599999,1.15,.93000001,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,10,15,33379837,13.35,12.47,14.68,11.22,11.73,10.07,10.25,15.87,14.91,16.299999,17.41,13.57,13.4,15.64,18.49,15.16,15.68,17.860001,17.879999,17.120001,14.37,.40000001,.34,.52999997,.18000001,.23,.12,.17,.61000001,.5,.63,.75,.43000001,.36000001,.56,.83999997,.51999998,.56999999,.77999997,.76999998,.70999998,.44,.15000001,.11,.25999999,.039999999,.039999999,.0099999998,.039999999,.28,.17,.28999999,.37,.20999999,.07,.17,.43000001,.17,.20999999,.34999999,.36000001,.38,.15000001
Sudan,SDN,10,0,43121988,11.48,8.9399996,9.0699997,6.5100002,7.1399999,9.29,8.5600004,12.01,9.7399998,9.9700003,5.4099998,6.6300001,8.3900003,5.9899998,13.04,7.1700001,11.29,9.2200003,8.3400002,12.39,7.29,.18000001,.050000001,.059999999,.0099999998,.0099999998,.07,.039999999,.23999999,.039999999,.079999998,0,.0099999998,.0099999998,.0099999998,.31999999,0,.17,.079999998,.02,.28,.0099999998,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,10,0,15000825,6.6599998,6.2600002,5.1399999,5.1700001,3.9200001,8.5500002,7.4699998,6.2600002,5.1500001,4.8400002,5.0500002,6.48,6.0100002,4.8299999,6.6100001,7.27,2.71,5.2199998,4.46,7.7399998,6.0300002,.0099999998,0,0,0,0,.059999999,0,.02,0,0,0,.029999999,0,0,0,.050000001,0,0,0,.02,0,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,10,12,5973869,56.669998,74.730003,80.160004,73.07,61.349998,44.610001,41.580002,46.349998,71.870003,46.52,41.75,47.720001,37.66,43.959999,50.630001,54.52,45.040001,59.34,45.59,61.57,44.360001,4.5700002,6.3400002,6.8800001,6.1799998,5.0300002,3.3900001,3.0899999,3.5599999,6.0599999,3.5799999,3.1099999,3.7,2.71,3.3299999,3.98,4.3600001,3.4300001,4.8299999,3.49,5.0500002,3.3699999,4.3800001,6.1500001,6.6799998,5.98,4.8400002,3.2,2.9000001,3.3699999,5.8699999,3.3800001,2.9200001,3.5,2.51,3.1300001,3.79,4.1700001,3.24,4.6399999,3.29,4.8600001,3.1700001
Saint Helena,SHN,10,0,7542,5.0300002,4.1999998,3.75,3.26,4.25,4.3699999,4.3099999,4.0500002,3.6300001,4.3699999,4,3.51,3.6700001,3.54,3.45,3.72,2.51,3.3399999,4.0100002,3.5999999,3.3099999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,10,0,589501,2.3800001,1.51,1.65,1.91,2.4200001,2.1199999,2.05,1.86,2.5699999,2.5899999,1.8200001,2.54,2.54,2.3399999,2.4000001,2.6600001,2.8399999,2.8299999,3.1900001,2.8199999,2.5899999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,10,0,6315119,34.560001,17.690001,24.42,18.030001,15.55,17.48,26.040001,28.66,21.51,23.66,21.23,24.43,19.799999,23.040001,17.75,24,19.02,21.77,13.2,20.02,16.82,2.4100001,.75,1.41,.79000002,.54000002,.73000002,1.5700001,1.83,1.13,1.34,1.1,1.41,.95999998,1.28,.75999999,1.37,.88,1.15,.31,.98000002,.67000002,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,10,15,6171219,29.959999,15.65,17.190001,10.67,10.69,12.19,8.9099998,11.46,10.12,12.4,11.33,12.01,10.9,15.03,12.34,14.07,10.71,12.91,11.53,10.29,10.42,1.96,.55000001,.69999999,.079999998,.079999998,.20999999,0,.15000001,.050000001,.23999999,.14,.2,.11,.49000001,.23,.40000001,.079999998,.28999999,.16,.079999998,.07,1.47,.1,.23,0,0,0,0,0,0,0,0,0,0,.079999998,.0099999998,.039999999,0,.0099999998,0,0,0
San Marino,SMR,10,0,34245,21.120001,20.34,18.290001,14.73,17.719999,19.43,14.87,16.16,14.44,13.35,13.69,15.42,11.84,15.51,11.61,12.01,11.25,15.03,12.77,10.74,12.3,1.09,1.01,.81,.46000001,.75999999,.92000002,.47999999,.60000002,.43000001,.33000001,.36000001,.52999997,.18000001,.54000002,.16,.2,.12,.49000001,.27000001,.07,.23,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,10,0,11245751,6.54,8.6800003,7.4400001,5.5,7.25,10.19,5.6399999,4.3699999,4.7199998,7.0900002,8.3000002,8.0799999,8.79,8.4300003,7.79,8.0500002,7.2800002,8.5600004,7.75,6.73,8.1400003,0,.059999999,.0099999998,0,.0099999998,.13,0,0,0,0,.029999999,.039999999,.050000001,.07,.029999999,.029999999,.0099999998,.039999999,.0099999998,0,.029999999,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,10,0,665,4.1900001,4.52,4.2199998,3.52,3.97,4.27,3.78,4.4000001,3.9300001,3.72,3.79,3.79,3.51,2.95,3.1900001,3.8199999,3.5,3.75,3.1700001,3.5999999,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,10,25,7105531,26.889999,25.690001,24.5,21.950001,23.639999,22.73,18.559999,22.24,19.9,16.42,15.53,20.110001,21.879999,25.07,20.48,18.620001,17.280001,20.74,16.15,13.49,13.21,1.66,1.54,1.42,1.17,1.34,1.25,.83999997,1.2,.97000003,.63,.54000002,.99000001,1.16,1.48,1.03,.83999997,.70999998,1.05,.60000002,.34999999,.31999999,.27000001,.19,.079999998,.0099999998,.050000001,.029999999,0,.02,0,0,0,0,.02,.1,0,0,0,0,0,0,0
South Sudan,SSD,10,0,13552200,24.219999,18.719999,15.52,14.44,13.49,13.08,14.37,17.870001,12.88,14.11,11.97,13.55,13.87,15.38,19.209999,13.57,17.190001,18.66,14.59,19.040001,12.96,1.39,.85000002,.54000002,.44,.36000001,.31999999,.43000001,.77999997,.28,.40000001,.25,.38,.38,.52999997,.89999998,.37,.69999999,.85000002,.44999999,.88999999,.37,,,,,,,,,,,,,,,,,,,,,
São Tomé and Príncipe,STP,10,0,193274,20.65,11.67,15.85,16.18,17.26,16.34,16.379999,18.07,12.69,16.26,14.79,13.1,14.17,15.39,12.77,15.34,12.17,15.68,14.58,12.21,12.07,1.04,.16,.56999999,.61000001,.70999998,.62,.63,.79000002,.25999999,.61000001,.47,.30000001,.41,.52999997,.27000001,.51999998,.20999999,.56,.44999999,.22,.2,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,10,0,613331,17.52,12.43,18.35,11.52,5.8600001,9.0799999,11.39,11.25,11.93,18.370001,10.37,8.7299995,4.5999999,7.9299998,11.8,8.3599997,4.1599998,9.4399996,3.48,6.7199998,11.23,.74000001,.25,.81999999,.15000001,0,.0099999998,.14,.13,.19,.81999999,.050000001,0,0,.0099999998,.18000001,0,0,.0099999998,0,0,.12,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,10,25,5448569,28.719999,25.629999,23.809999,21.629999,25.120001,22.27,19.58,23.209999,22.809999,18.76,15.26,20.969999,21.65,22.66,18.84,18.469999,17.809999,19.530001,18.370001,16.440001,14.95,1.83,1.53,1.35,1.14,1.48,1.2,.94,1.29,1.26,.86000001,.51999998,1.0700001,1.14,1.24,.87,.82999998,.76999998,.93000001,.81999999,.63,.47999999,.37,.12,.029999999,.0099999998,.1,.0099999998,0,.029999999,.02,0,0,0,.0099999998,.02,0,0,0,0,0,0,0
Slovenia,SVN,10,0,2071499,23.67,21.82,21.540001,17.059999,19.98,18.32,15.45,18.290001,18.33,12.87,13.69,17.09,15.02,17,13.17,14.95,13.98,15.63,14.18,12.14,14.35,1.34,1.16,1.13,.69,.98000002,.81,.52999997,.81,.81999999,.28,.36000001,.69999999,.49000001,.69,.31,.49000001,.38999999,.55000001,.41,.20999999,.43000001,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,10,25,10018081,13.27,12.14,11.86,7.8699999,8.7799997,9.8999996,7.5300002,8.2299995,10.27,7.6300001,6.9899998,8.0299997,8.7299995,8.6800003,6.1300001,6.9200001,8.79,6.46,6.04,6.5,8,.37,.25,.23999999,.02,.039999999,.11,.0099999998,.029999999,.11,.029999999,0,.0099999998,.059999999,.050000001,0,0,.029999999,0,0,.0099999998,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,SWZ,10,0,1092042,12.04,11.51,13,9.6800003,8.8100004,8.1999998,9.2600002,9.9799995,9.8299999,8.9700003,10.14,9.6999998,11.09,9.9700003,10.31,10.23,9.9499998,10.54,8.6899996,10.16,10.34,.2,.15000001,.30000001,.02,0,0,0,.02,.0099999998,0,.029999999,.0099999998,.11,.02,.039999999,.029999999,.02,.059999999,0,.039999999,.039999999,,,,,,,,,,,,,,,,,,,,,
Sint Maarten,SXM,10,0,42198,3.1800001,2.4000001,4.54,5.98,3.21,3.5999999,2.6700001,2.99,2.99,4.4499998,3.4300001,3.3,4.75,3.5799999,4.3000002,3.2,3.01,2.5799999,3.6600001,4.4099998,2.8199999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Syria,SYR,10,0,18489443,10.62,11.21,9.75,11.23,12.73,13.33,8.1499996,10.51,9.0699997,13.55,14.24,15.38,11.91,14.64,16.41,14.1,13.65,11.03,14.56,14.34,15.88,.13,.15000001,.090000004,.13,.27000001,.33000001,0,.090000004,.029999999,.34999999,.43000001,.52999997,.2,.44999999,.63,.40000001,.36000001,.12,.44999999,.41999999,.57999998,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,10,25,17661,3.77,5.8899999,3.6300001,5.3099999,3.6900001,2.8099999,5.2800002,4.5999999,4.0999999,5.8499999,3.3399999,2.6500001,4.9699998,3.6300001,4.3000002,4.9000001,4.5799999,2.8399999,2.04,3.72,3.1300001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,10,0,15861209,16.42,11.32,10.54,11.44,8.4799995,12.41,14.02,18.559999,13.93,13.39,12.93,7.8899999,12.69,11.33,18.26,9.8800001,16.92,9.3599997,11.33,13.24,9.8900003,.64999998,.25999999,.23999999,.25999999,.079999998,.28999999,.43000001,.85000002,.46000001,.40000001,.5,.079999998,.37,.33000001,.82999998,.2,.70999998,.13,.30000001,.41,.27000001,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,10,0,8207812,43.98,23.559999,25.129999,35.389999,25.940001,23.65,40.860001,40.209999,29.35,41.16,30.639999,28.049999,31.43,33.200001,31.5,30.370001,31.32,37.580002,23.639999,26.82,28.51,3.3299999,1.33,1.49,2.49,1.5599999,1.34,3.02,2.96,1.9,3.05,2.02,1.77,2.0999999,2.27,2.1099999,2,2.0899999,2.7,1.34,1.65,1.8099999,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,10,25,68594615,23.620001,18.379999,20.030001,19.49,21.6,18.35,23.09,21.33,20.690001,24.459999,21.35,22.059999,22.09,22.1,21.77,24.67,22.530001,19.92,23.049999,20.23,20.809999,1.34,.82999998,.98000002,.93000001,1.14,.81999999,1.28,1.11,1.05,1.42,1.11,1.1799999,1.1900001,1.1900001,1.16,1.4400001,1.23,.97000003,1.28,1,1.0599999,.2,.02,.07,.0099999998,.07,0,.1,.02,.029999999,.18000001,.079999998,.11,.1,.079999998,.090000004,.20999999,.059999999,0,.11,.02,.02
Tajikistan,TJK,10,0,8590233,23.790001,29.200001,28.360001,22.26,16.530001,16.77,17.959999,18.09,19.4,27.4,23.91,20.48,18.879999,28.280001,20.24,19.370001,20.940001,23.110001,17.950001,19.110001,20.709999,1.35,1.88,1.8,1.2,.63999999,.67000002,.77999997,.79000002,.92000002,1.71,1.36,1.03,.87,1.79,1,.92000002,1.0700001,1.28,.77999997,.88999999,1.05,,,,,,,,,,,,,,,,,,,,,
Tokelau,TKL,10,0,182,1.05,1.51,1.5599999,1.54,1.13,1.71,1.55,0,1.41,1.12,0,1.01,1.1799999,1.54,1.48,1.52,1.42,0,0,.94,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,10,0,5387107,9.9799995,15.42,10.55,10.83,10.68,9.4899998,6.0500002,10.24,9.7600002,12.74,10.1,8.9899998,8.7200003,14.64,13.96,8.54,8.1499996,9.4899998,12.7,10.01,9.5900002,.090000004,.52999997,.11,.14,.15000001,.079999998,0,.12,.059999999,.28999999,.13,.07,.07,.49000001,.38999999,.029999999,.039999999,.11,.27000001,.090000004,.07,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,10,0,1304571,7.4699998,9.6000004,7.0599999,9.4799995,8.1899996,7.7600002,9.0900002,7.0999999,8.5100002,8.79,8.6300001,10.03,7.5300002,10.46,10.57,8.4700003,11.18,10.48,11.4,11.94,10.94,.0099999998,.039999999,0,.029999999,.0099999998,.0099999998,.029999999,0,.02,.02,.02,.050000001,.0099999998,.059999999,.090000004,.02,.13,.07,.14,.2,.1,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,10,0,105222,1.52,1.3099999,1.3200001,.97000003,1.3099999,1.17,1.17,1.27,1.92,1.1,2.8699999,1.74,1.95,1.6900001,1.77,.50999999,.94,.0099999998,1.8099999,1.25,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,10,15,1215526,3.4400001,2.01,2.3599999,4.2199998,3.02,2,2.73,2.7,2.5799999,3.6500001,2.48,2.3499999,2.6900001,3.8599999,4.2600002,2.1300001,2.29,3.1600001,2.95,4.79,3.3800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,10,0,11509715,8.04,5.7600002,8.46,11.1,16,11.59,4.54,10.02,10.49,10.18,10.09,8.4300003,3.5899999,6.4899998,6.96,5.3000002,2.6900001,11.48,10.01,9,7.1999998,0,0,0,.12,.58999997,.16,0,.050000001,.090000004,.07,.050000001,.029999999,0,0,0,0,0,.15000001,.07,.039999999,0,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,10,0,82311306,16.84,14.33,14.46,14.04,15.35,13.62,9.4499998,12.89,11.83,10.92,12.09,15.31,11.14,16.540001,17.84,14.3,13.95,14.09,15.79,14.6,13.97,.67000002,.43000001,.44999999,.41,.52999997,.38,.12,.33000001,.28,.17,.23,.51999998,.15000001,.63999999,.76999998,.43000001,.40000001,.41999999,.56999999,.44999999,.40000001,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,10,0,570,1.51,1.14,1.24,1.04,1.13,1.12,1.08,0,1.04,1.25,1.26,0,.81,0,1.0599999,1.12,1,.47,1.05,1.02,.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Taiwan,TWN,10,15,23527623,22.52,20.129999,23.450001,25.49,25.190001,21.209999,22.5,23.35,21.49,22.34,20.610001,24.16,21,23.66,21.030001,21.67,22.219999,23.219999,20.450001,19.379999,16.17,1.23,.99000001,1.3200001,1.52,1.49,1.1,1.23,1.3099999,1.13,1.21,1.04,1.39,1.08,1.34,1.08,1.15,1.2,1.3,1.03,.92000002,.61000001,.75999999,.54000002,.85000002,1.03,1.01,.63,.74000001,.82999998,.64999998,.73000002,.56999999,.89999998,.61000001,.86000001,.61000001,.67000002,.72000003,.81999999,.56,.46000001,.20999999
Tanzania,TZA,10,0,55405336,11.97,8.0299997,9.3699999,12.81,10.8,10.17,9.5100002,9.8299999,8.29,10.86,10.23,11.6,11.68,13.23,13.23,12.58,11.99,13.04,12.61,9.8999996,9.5699997,.28,.059999999,.13,.31999999,.16,.13,.12,.11,.050000001,.17,.14,.19,.20999999,.34,.34,.28999999,.23,.33000001,.28999999,.12,.1,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,10,0,40791999,26.07,16.809999,18.120001,20.290001,19.23,15.64,17.34,15.81,14.66,17.18,17.57,18.110001,19.059999,20.91,19.52,21.610001,20.219999,21.790001,21.639999,17.549999,17.98,1.5700001,.67000002,.80000001,1.01,.89999998,.56,.73000002,.57999998,.46000001,.70999998,.74000001,.80000001,.88999999,1.0700001,.93000001,1.14,1,1.16,1.14,.74000001,.77999997,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,10,0,43960714,20.540001,18.6,17.76,16.84,18.52,15.12,13.68,15.27,18.41,13.38,13.76,16.190001,15.29,16.690001,14.97,13.06,12.97,13.99,14.92,13.1,13.03,1.03,.83999997,.75999999,.67000002,.82999998,.5,.36000001,.51999998,.81999999,.34,.37,.61000001,.51999998,.66000003,.49000001,.31,.30000001,.40000001,.47999999,.31,.30000001,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,10,0,3356252,4.6700001,6.2199998,5.6300001,5.1500001,5.0300002,4.8699999,4.48,4.4400001,4.8800001,5.4200001,5.1300001,5.48,5.2199998,5.7399998,5.25,5.5,5.3499999,4.9400001,5.3699999,4.8499999,4.5700002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
United States,USA,10,12,327129672,13.87,12.29,12.62,11.41,12.01,10.81,9.9200001,11.03,10,10.67,9.6199999,9.6499996,8.1400003,10.29,9.0500002,8.79,8.21,9.1300001,8.0900002,7.6700001,7.8000002,.41,.25999999,.30000001,.19,.23999999,.16,.090000004,.17,.090000004,.13,.079999998,.050000001,.0099999998,.1,.02,.02,.0099999998,.039999999,.0099999998,.0099999998,.02,.25,.13,.16,.07,.11,.059999999,.02,.059999999,.02,.029999999,.02,.0099999998,0,.02,0,0,0,.0099999998,0,0,.0099999998
Uzbekistan,UZB,10,0,30165579,23.870001,26.209999,26.110001,21.299999,18.33,21.73,19.85,21.93,23.370001,28.65,24.91,20.75,20.49,23.719999,21.799999,20.15,22.719999,19.93,20.27,21.92,21.860001,1.39,1.59,1.58,1.12,.86000001,1.16,1.02,1.1900001,1.3200001,1.83,1.49,1.1,1.05,1.36,1.17,1.02,1.29,1.04,1.01,1.17,1.17,,,,,,,,,,,,,,,,,,,,,
Vatican City,VAT,10,0,1000,17.99,18.290001,16.639999,17.309999,20.860001,20.32,12.12,16.9,13.88,14.32,16.4,16.209999,10.84,18.09,12.47,13.27,7.3000002,16.110001,15.05,12.33,14.96,.77999997,.81,.64999998,.72000003,1.0599999,1.01,.20999999,.68000001,.38,.41999999,.63,.61000001,.079999998,.79000002,.23999999,.31999999,0,.60000002,.5,.23,.49000001,,,,,,,,,,,,,,,,,,,,,
